Time of Day,Process Name,PID,Operation,Path,Result,Detail
1:11:47.5172402 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.Windows.ParentalControls_1000.19041.1023.0_neutral_neutral_cw5n1h2txyewy\App\Capabilities\FileAssociations,SUCCESS,Desired Access: Query Value
1:11:47.5173743 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.Windows.Apprep.ChxApp_1000.19041.1023.0_neutral_neutral_cw5n1h2txyewy\App\Capabilities,SUCCESS,Desired Access: Read
1:11:47.5174423 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.Windows.Apprep.ChxApp_1000.19041.1023.0_neutral_neutral_cw5n1h2txyewy\App\Capabilities\FileAssociations,SUCCESS,Desired Access: Query Value
1:11:47.5178439 PM,mmc.exe,7248,RegCreateKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\OpenSavePidlMRU\evtx,SUCCESS,"Desired Access: Read/Write, Disposition: REG_OPENED_EXISTING_KEY"
1:11:47.5194504 PM,mmc.exe,7248,RegSetValue,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\OpenSavePidlMRU\evtx\9,SUCCESS,"Type: REG_BINARY, Length: 809, Data: 14 00 1F 50 E0 4F D0 20 EA 3A 69 10 A2 D8 08 00"
1:11:47.5196073 PM,mmc.exe,7248,RegSetValue,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\OpenSavePidlMRU\evtx\MRUListEx,SUCCESS,"Type: REG_BINARY, Length: 44, Data: 09 00 00 00 08 00 00 00 07 00 00 00 06 00 00 00"
1:11:47.5197952 PM,mmc.exe,7248,RegCreateKey,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\OpenSavePidlMRU\*,SUCCESS,"Desired Access: Read/Write, Disposition: REG_OPENED_EXISTING_KEY"
1:11:47.5223288 PM,mmc.exe,7248,RegSetValue,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\OpenSavePidlMRU\*\18,SUCCESS,"Type: REG_BINARY, Length: 809, Data: 14 00 1F 50 E0 4F D0 20 EA 3A 69 10 A2 D8 08 00"
1:11:47.5223829 PM,mmc.exe,7248,QueryStandardInformationFile,C:\Users\azureuser\NTUSER.DAT,SUCCESS,"AllocationSize: 1,310,720, EndOfFile: 1,310,720, NumberOfLinks: 1, DeletePending: False, Directory: False"
1:11:47.5224196 PM,mmc.exe,7248,ReadFile,C:\Users\azureuser\NTUSER.DAT,SUCCESS,"Offset: 1,101,824, Length: 8,192, I/O Flags: Non-cached, Paging I/O, Priority: Normal"
1:11:47.5225588 PM,mmc.exe,7248,RegSetValue,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\OpenSavePidlMRU\*\MRUListEx,SUCCESS,"Type: REG_BINARY, Length: 80, Data: 12 00 00 00 11 00 00 00 10 00 00 00 0F 00 00 00"
1:11:47.5391681 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.ECApp_10.0.19041.1023_neutral__8wekyb3d8bbwe\App\Capabilities,SUCCESS,Desired Access: Read
1:11:47.5392508 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.ECApp_10.0.19041.1023_neutral__8wekyb3d8bbwe\App\Capabilities\FileAssociations,SUCCESS,Desired Access: Query Value
1:11:47.5394131 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.XboxGameOverlay_1.46.11001.0_x64__8wekyb3d8bbwe\App\Capabilities,SUCCESS,Desired Access: Read
1:11:47.5394764 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.XboxGameOverlay_1.46.11001.0_x64__8wekyb3d8bbwe\App\Capabilities\FileAssociations,SUCCESS,Desired Access: Query Value
1:11:47.5396107 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.WindowsCalculator_10.1906.55.0_x64__8wekyb3d8bbwe\App\Capabilities,SUCCESS,Desired Access: Read
1:11:47.5396766 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.WindowsCalculator_10.1906.55.0_x64__8wekyb3d8bbwe\App\Capabilities\FileAssociations,SUCCESS,Desired Access: Query Value
1:11:47.5398138 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.People_10.1902.633.0_x64__8wekyb3d8bbwe\x4c7a3b7dy2188y46d4ya362y19ac5a5805e5x\Capabilities,SUCCESS,Desired Access: Read
1:11:47.5398766 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.People_10.1902.633.0_x64__8wekyb3d8bbwe\x4c7a3b7dy2188y46d4ya362y19ac5a5805e5x\Capabilities\FileAssociations,SUCCESS,Desired Access: Query Value
1:11:47.5400124 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.MSPaint_6.1907.29027.0_x64__8wekyb3d8bbwe\Microsoft.MSPaint\Capabilities,SUCCESS,Desired Access: Read
1:11:47.5400750 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.MSPaint_6.1907.29027.0_x64__8wekyb3d8bbwe\Microsoft.MSPaint\Capabilities\FileAssociations,SUCCESS,Desired Access: Query Value
1:11:47.5402233 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.MicrosoftOfficeHub_18.1903.1152.0_x64__8wekyb3d8bbwe\LocalBridge\Capabilities,SUCCESS,Desired Access: Read
1:11:47.5402855 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.MicrosoftOfficeHub_18.1903.1152.0_x64__8wekyb3d8bbwe\LocalBridge\Capabilities\FileAssociations,SUCCESS,Desired Access: Query Value
1:11:47.5404217 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.MicrosoftOfficeHub_18.1903.1152.0_x64__8wekyb3d8bbwe\Microsoft.MicrosoftOfficeHub\Capabilities,SUCCESS,Desired Access: Read
1:11:47.5404836 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.MicrosoftOfficeHub_18.1903.1152.0_x64__8wekyb3d8bbwe\Microsoft.MicrosoftOfficeHub\Capabilities\FileAssociations,SUCCESS,Desired Access: Query Value
1:11:47.5406200 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\SpotifyAB.SpotifyMusic_1.210.760.0_x86__zpdnekdrzrea0\Spotify\Capabilities,SUCCESS,Desired Access: Read
1:11:47.5406818 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\SpotifyAB.SpotifyMusic_1.210.760.0_x86__zpdnekdrzrea0\Spotify\Capabilities\FileAssociations,SUCCESS,Desired Access: Query Value
1:11:47.5408190 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Disney.37853FC22B2CE_1.51.2.0_x64__6rarf9sa4v8jt\App\Capabilities,SUCCESS,Desired Access: Read
1:11:47.5408815 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Disney.37853FC22B2CE_1.51.2.0_x64__6rarf9sa4v8jt\App\Capabilities\FileAssociations,SUCCESS,Desired Access: Query Value
1:11:47.5410164 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.XboxSpeechToTextOverlay_1.21.13002.0_x64__8wekyb3d8bbwe\App\Capabilities,SUCCESS,Desired Access: Read
1:11:47.5410800 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.XboxSpeechToTextOverlay_1.21.13002.0_x64__8wekyb3d8bbwe\App\Capabilities\FileAssociations,SUCCESS,Desired Access: Query Value
1:11:47.5412220 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.Xbox.TCUI_1.24.10001.0_x64__8wekyb3d8bbwe\Microsoft.Xbox.TCUI\Capabilities,SUCCESS,Desired Access: Read
1:11:47.5412841 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.Xbox.TCUI_1.24.10001.0_x64__8wekyb3d8bbwe\Microsoft.Xbox.TCUI\Capabilities\FileAssociations,SUCCESS,Desired Access: Query Value
1:11:47.5414162 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.XboxApp_48.89.25001.0_x64__8wekyb3d8bbwe\Microsoft.XboxApp\Capabilities,SUCCESS,Desired Access: Read
1:11:47.5414792 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.XboxApp_48.89.25001.0_x64__8wekyb3d8bbwe\Microsoft.XboxApp\Capabilities\FileAssociations,SUCCESS,Desired Access: Query Value
1:11:47.5416166 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.549981C3F5F10_4.2204.13303.0_x64__8wekyb3d8bbwe\App\Capabilities,SUCCESS,Desired Access: Read
1:11:47.5416782 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.549981C3F5F10_4.2204.13303.0_x64__8wekyb3d8bbwe\App\Capabilities\FileAssociations,SUCCESS,Desired Access: Query Value
1:11:47.5418135 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.Microsoft3DViewer_7.2211.24012.0_x64__8wekyb3d8bbwe\Microsoft.Microsoft3DViewer\Capabilities,SUCCESS,Desired Access: Read
1:11:47.5418760 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.Microsoft3DViewer_7.2211.24012.0_x64__8wekyb3d8bbwe\Microsoft.Microsoft3DViewer\Capabilities\FileAssociations,SUCCESS,Desired Access: Query Value
1:11:47.5420191 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.MicrosoftSolitaireCollection_4.16.3140.0_x64__8wekyb3d8bbwe\App\Capabilities,SUCCESS,Desired Access: Read
1:11:47.5420828 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.MicrosoftSolitaireCollection_4.16.3140.0_x64__8wekyb3d8bbwe\App\Capabilities\FileAssociations,SUCCESS,Desired Access: Query Value
1:11:47.5422151 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.WindowsSoundRecorder_10.2103.28.0_x64__8wekyb3d8bbwe\App\Capabilities,SUCCESS,Desired Access: Read
1:11:47.5422778 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.WindowsSoundRecorder_10.2103.28.0_x64__8wekyb3d8bbwe\App\Capabilities\FileAssociations,SUCCESS,Desired Access: Query Value
1:11:47.5424127 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.MixedReality.Portal_2000.21051.1282.0_x64__8wekyb3d8bbwe\App\Capabilities,SUCCESS,Desired Access: Read
1:11:47.5424745 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.MixedReality.Portal_2000.21051.1282.0_x64__8wekyb3d8bbwe\App\Capabilities\FileAssociations,SUCCESS,Desired Access: Query Value
1:11:47.5494290 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.WindowsAlarms_11.2302.4.0_x64__8wekyb3d8bbwe\App\Capabilities,SUCCESS,Desired Access: Read
1:11:47.5495174 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.WindowsAlarms_11.2302.4.0_x64__8wekyb3d8bbwe\App\Capabilities\FileAssociations,SUCCESS,Desired Access: Query Value
1:11:47.5497008 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.XboxGamingOverlay_5.823.3261.0_x64__8wekyb3d8bbwe\App\Capabilities,SUCCESS,Desired Access: Read
1:11:47.5497642 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.XboxGamingOverlay_5.823.3261.0_x64__8wekyb3d8bbwe\App\Capabilities\FileAssociations,SUCCESS,Desired Access: Query Value
1:11:47.5499090 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.ZuneMusic_10.22031.10091.0_x64__8wekyb3d8bbwe\Microsoft.ZuneMusic\Capabilities,SUCCESS,Desired Access: Read
1:11:47.5499724 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.ZuneMusic_10.22031.10091.0_x64__8wekyb3d8bbwe\Microsoft.ZuneMusic\Capabilities\FileAssociations,SUCCESS,Desired Access: Query Value
1:11:47.5501106 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.ZuneVideo_10.22091.10041.0_x64__8wekyb3d8bbwe\Microsoft.ZuneVideo\Capabilities,SUCCESS,Desired Access: Read
1:11:47.5501740 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.ZuneVideo_10.22091.10041.0_x64__8wekyb3d8bbwe\Microsoft.ZuneVideo\Capabilities\FileAssociations,SUCCESS,Desired Access: Query Value
1:11:47.5503157 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.Windows.Photos_2023.10030.27002.0_x64__8wekyb3d8bbwe\App\Capabilities,SUCCESS,Desired Access: Read
1:11:47.5503799 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.Windows.Photos_2023.10030.27002.0_x64__8wekyb3d8bbwe\App\Capabilities\FileAssociations,SUCCESS,Desired Access: Query Value
1:11:47.5505269 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.WindowsStore_22303.1401.5.0_x64__8wekyb3d8bbwe\App\Capabilities,SUCCESS,Desired Access: Read
1:11:47.5505975 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.WindowsStore_22303.1401.5.0_x64__8wekyb3d8bbwe\App\Capabilities\FileAssociations,SUCCESS,Desired Access: Query Value
1:11:47.5507331 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.GetHelp_10.2303.10961.0_x64__8wekyb3d8bbwe\App\Capabilities,SUCCESS,Desired Access: Read
1:11:47.5507959 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.GetHelp_10.2303.10961.0_x64__8wekyb3d8bbwe\App\Capabilities\FileAssociations,SUCCESS,Desired Access: Query Value
1:11:47.5509327 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.SkypeApp_15.97.3204.0_x64__kzf8qxf38zg5c\App\Capabilities,SUCCESS,Desired Access: Read
1:11:47.5509959 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.SkypeApp_15.97.3204.0_x64__kzf8qxf38zg5c\App\Capabilities\FileAssociations,SUCCESS,Desired Access: Query Value
1:11:47.5511317 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.ScreenSketch_10.2008.3001.0_x64__8wekyb3d8bbwe\App\Capabilities,SUCCESS,Desired Access: Read
1:11:47.5511978 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.ScreenSketch_10.2008.3001.0_x64__8wekyb3d8bbwe\App\Capabilities\FileAssociations,SUCCESS,Desired Access: Query Value
1:11:47.5513390 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.WindowsFeedbackHub_1.2304.1243.0_x64__8wekyb3d8bbwe\App\Capabilities,SUCCESS,Desired Access: Read
1:11:47.5514011 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.WindowsFeedbackHub_1.2304.1243.0_x64__8wekyb3d8bbwe\App\Capabilities\FileAssociations,SUCCESS,Desired Access: Query Value
1:11:47.5515359 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.WindowsMaps_11.2303.5.0_x64__8wekyb3d8bbwe\App\Capabilities,SUCCESS,Desired Access: Read
1:11:47.5516063 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.WindowsMaps_11.2303.5.0_x64__8wekyb3d8bbwe\App\Capabilities\FileAssociations,SUCCESS,Desired Access: Query Value
1:11:47.5517585 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.YourPhone_1.23032.186.0_x64__8wekyb3d8bbwe\App\Capabilities,SUCCESS,Desired Access: Read
1:11:47.5518212 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.YourPhone_1.23032.186.0_x64__8wekyb3d8bbwe\App\Capabilities\FileAssociations,SUCCESS,Desired Access: Query Value
1:11:47.5519559 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.BingWeather_4.53.51253.0_x64__8wekyb3d8bbwe\App\Capabilities,SUCCESS,Desired Access: Read
1:11:47.5520168 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.BingWeather_4.53.51253.0_x64__8wekyb3d8bbwe\App\Capabilities\FileAssociations,SUCCESS,Desired Access: Query Value
1:11:47.5521579 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.Office.OneNote_16001.14326.21386.0_x64__8wekyb3d8bbwe\microsoft.onenoteim\Capabilities,SUCCESS,Desired Access: Read
1:11:47.5522204 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.Office.OneNote_16001.14326.21386.0_x64__8wekyb3d8bbwe\microsoft.onenoteim\Capabilities\FileAssociations,SUCCESS,Desired Access: Query Value
1:11:47.5523533 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.Getstarted_10.2303.3.0_x64__8wekyb3d8bbwe\App\Capabilities,SUCCESS,Desired Access: Read
1:11:47.5524154 PM,Explorer.EXE,1296,RegOpenKey,HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.Getstarted_10.2303.3.0_x64__8wekyb3d8bbwe\App\Capabilities\FileAssociations,SUCCESS,Desired Access: Query Value
1:11:47.5541400 PM,Explorer.EXE,1296,RegOpenKey,HKCR\Applications\accwiz.exe,SUCCESS,Desired Access: Read
1:11:47.5543751 PM,Explorer.EXE,1296,RegOpenKey,HKCR\Applications\ARTGALRY.EXE,SUCCESS,Desired Access: Read
1:11:47.5546235 PM,Explorer.EXE,1296,RegOpenKey,HKCR\Applications\awdvstub.exe,SUCCESS,Desired Access: Read
1:11:47.5548463 PM,Explorer.EXE,1296,RegOpenKey,HKCR\Applications\cag.exe,SUCCESS,Desired Access: Read
1:11:47.5550711 PM,Explorer.EXE,1296,RegOpenKey,HKCR\Applications\CChat.exe,SUCCESS,Desired Access: Read
1:11:47.5552944 PM,Explorer.EXE,1296,RegOpenKey,HKCR\Applications\cdfview.dll,SUCCESS,Desired Access: Read
1:11:47.5555182 PM,Explorer.EXE,1296,RegOpenKey,HKCR\Applications\cmd.exe,SUCCESS,Desired Access: Read
1:11:47.5557480 PM,Explorer.EXE,1296,RegOpenKey,HKCR\Applications\CMMGR32.EXE,SUCCESS,Desired Access: Read
1:11:47.5559673 PM,Explorer.EXE,1296,RegOpenKey,HKCR\Applications\cryptext.dll,SUCCESS,Desired Access: Read
1:11:47.5561870 PM,Explorer.EXE,1296,RegOpenKey,HKCR\Applications\datainst.exe,SUCCESS,Desired Access: Read
1:11:47.5564125 PM,Explorer.EXE,1296,RegOpenKey,HKCR\Applications\depends.exe,SUCCESS,Desired Access: Read
1:11:47.5569566 PM,Explorer.EXE,1296,RegOpenKey,HKCR\Applications\drwatson.exe,SUCCESS,Desired Access: Read
1:11:47.5571908 PM,Explorer.EXE,1296,RegOpenKey,HKCR\Applications\dsquery.dll,SUCCESS,Desired Access: Read
1:11:47.5574124 PM,Explorer.EXE,1296,RegOpenKey,HKCR\Applications\explorer.exe,SUCCESS,Desired Access: Read
1:11:47.5582227 PM,Explorer.EXE,1296,RegOpenKey,HKCR\Applications\faxcover.exe,SUCCESS,Desired Access: Read
1:11:47.5584687 PM,Explorer.EXE,1296,RegOpenKey,HKCR\Applications\finder.exe,SUCCESS,Desired Access: Read
1:11:47.5586927 PM,Explorer.EXE,1296,RegOpenKey,HKCR\Applications\fontview.exe,SUCCESS,Desired Access: Read
1:11:47.5589154 PM,Explorer.EXE,1296,RegOpenKey,HKCR\Applications\fpidcwiz.exe,SUCCESS,Desired Access: Read
1:11:47.5591355 PM,Explorer.EXE,1296,RegOpenKey,HKCR\Applications\graflink.exe,SUCCESS,Desired Access: Read
1:11:47.5593587 PM,Explorer.EXE,1296,RegOpenKey,HKCR\Applications\grpconv.exe,SUCCESS,Desired Access: Read
1:11:47.5595835 PM,Explorer.EXE,1296,RegOpenKey,HKCR\Applications\helpctr.exe,SUCCESS,Desired Access: Read
1:11:47.5598044 PM,Explorer.EXE,1296,RegOpenKey,HKCR\Applications\hh.exe,SUCCESS,Desired Access: Read
1:11:47.5600256 PM,Explorer.EXE,1296,RegOpenKey,HKCR\Applications\HYPERTRM.EXE,SUCCESS,Desired Access: Read
1:11:47.5602477 PM,Explorer.EXE,1296,RegOpenKey,HKCR\Applications\iexplore.exe,SUCCESS,Desired Access: Read
1:11:47.5606599 PM,Explorer.EXE,1296,RegOpenKey,HKCR\Applications\iexplore.exe\shell,SUCCESS,Desired Access: Read
1:11:47.5608581 PM,Explorer.EXE,1296,RegOpenKey,HKCR\Applications\iexplore.exe\shell\open,SUCCESS,Desired Access: Read
1:11:47.5610799 PM,Explorer.EXE,1296,RegOpenKey,HKCR\Applications\iexplore.exe\shell\open\command,SUCCESS,Desired Access: Query Value
1:11:47.5628342 PM,Explorer.EXE,1296,CreateFile,C:\Program Files\Internet Explorer\iexplore.exe,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
1:11:47.5628907 PM,Explorer.EXE,1296,QueryBasicInformationFile,C:\Program Files\Internet Explorer\iexplore.exe,SUCCESS,"CreationTime: 5/5/2023 12:10:02 PM, LastAccessTime: 5/10/2023 11:41:09 AM, LastWriteTime: 5/5/2023 12:10:02 PM, ChangeTime: 5/5/2023 2:04:20 PM, FileAttributes: A"
1:11:47.5629130 PM,Explorer.EXE,1296,CloseFile,C:\Program Files\Internet Explorer\iexplore.exe,SUCCESS,
